burma14;1;2.98;23
gr21;1;0.13;1
gr24;1;2.51;7
fri26;1;0.38;1
bays29;1;2.344;3
dantzig42;1;5.77;4
att48;1;37.22;20
gr48;0;600;0
hk48;1;4.04;2
eil51;0;600;0
